sentiment,text,text_length,word_count,text_raw,text_clean,clean_word_count,label
neutral,"Salcomp 's charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu , in the eastern part of India .",144,28,"Salcomp 's charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu , in the eastern part of India .",salcomp charger manufacturing plant india located nokia telecom park state tamil nadu eastern part india,15,1
neutral,Saunalahti is a part of the Elisa group .,41,9,Saunalahti is a part of the Elisa group .,saunalahti part elisa group,4,1
neutral,"says Brian Burton , Head of IT Security , Vodafone UK .",55,12,"says Brian Burton , Head of IT Security , Vodafone UK .",say brian burton head security vodafone uk,7,1
neutral,"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .",103,15,"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .",seller finnish elcoteq group largest european electronics manufacturing service company,10,1
neutral,Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010 .,189,28,Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010 .,solteq plc announcement share repurchase helsinki stock exchange solteq plc hold total share including share repurchased,16,1
neutral,"Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel .",187,31,"Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel .",recent technology delivery include refinery technology anrak aluminium iron ore pelletizing plant tata steel iron ore sintering plant bhushan steel,20,1
neutral,Sponda Plc 's Annual General Meeting decided on 23 March 2005 to establish a Shareholders ' Nomination Committee to prepare proposals for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration .,242,40,Sponda Plc 's Annual General Meeting decided on 23 March 2005 to establish a Shareholders ' Nomination Committee to prepare proposals for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration .,sponda plc annual general meeting decided march establish shareholder nomination committee prepare proposal annual general meeting composition board director remuneration,20,1
neutral,"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",100,19,"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",srv also build aqua park wellness area restaurant multifunctional ice arena,11,1
neutral,"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",80,11,"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",ssh communication security corporation headquartered helsinki finland,7,1
neutral,SSH Establishes New Global Sales and Marketing Group to be led by George Adams ; Adams Establishes Global Sales and Marketing Group to Drive Worldwide Programs Supporting SSH Tectia Enterprise Security Solutions,211,32,SSH Establishes New Global Sales and Marketing Group to be led by George Adams ; Adams Establishes Global Sales and Marketing Group to Drive Worldwide Programs Supporting SSH Tectia Enterprise Security Solutions,ssh establishes new global sale marketing group led george adam adam establishes global sale marketing group drive worldwide program supporting ssh tectia enterprise security solution,25,1
neutral,Status : Agreed,15,3,Status : Agreed,status agreed,2,1
neutral,"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .",79,17,"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .",steek set based bordeaux southwestern france,6,1
neutral,"STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com .",224,37,"STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com .",stockmann plc company announcement february annual summary stockmann stock exchange financial press release available company website address www stockmann com,20,1
neutral,"Stora Enso , a global paper , packaging and wood products company , and Neste Oil , a Finnish company engaged in the refining and marketing of oil , have inaugurated the demonstration plant at Varkaus , Finland for biomass to liquids production utilizing forestry residues .",274,47,"Stora Enso , a global paper , packaging and wood products company , and Neste Oil , a Finnish company engaged in the refining and marketing of oil , have inaugurated the demonstration plant at Varkaus , Finland for biomass to liquids production utilizing forestry residues .",stora enso global paper packaging wood product company neste oil finnish company engaged refining marketing oil inaugurated demonstration plant varkaus finland biomass liquid production utilizing forestry residue,27,1
neutral,STUK today is a full service house expert in radiation and nuclear safety issues .,82,15,STUK today is a full service house expert in radiation and nuclear safety issues .,stuk today full service house expert radiation nuclear safety issue,10,1
neutral,"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''",113,24,"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''",sullivan said board really involve lot work people get paid time,11,1
neutral,Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland .,118,19,Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland .,suomen paikallissanomat oy part alma medium group currently publishes local newspaper across finland,13,1
neutral,Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,125,23,Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,talvivaara listed london stock exchange main market nasdaq omx helsinki included ftse index,13,1
neutral,"Tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks .",207,33,"Tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks .",tecnotree convergent charging solution includes functionality prepaid post paid billing charging rating voice call video call raw data traffic mobile fixed network,22,1
neutral,"Telecom has a foreign investment limit of 74 % , but it appears that mobile VAS does not , which means that Tecnomen can pick up as much as 96.6 % .",148,32,"Telecom has a foreign investment limit of 74 % , but it appears that mobile VAS does not , which means that Tecnomen can pick up as much as 96.6 % .",telecom foreign investment limit appears mobile va mean tecnomen pick much,11,1
neutral,Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .,120,19,Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .,teleste bk optiflex amplifier product used ongoing capacity upgrade kdg network bi directionality,13,1
neutral,Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,88,16,Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,teleste office worldwide listed nordic exchange helsinki,7,1
neutral,Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,107,19,Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,teleste set divided broadband cable network video network business area,10,1
neutral,"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",153,27,"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",passenger ferry dimension length overall length perpendicular breadth design draught,10,1
neutral,"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+Ænnen Tehtaat 's other businesses .",145,28,"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+Ænnen Tehtaat 's other businesses .",acquisition frozen food fish sector long synergy l ænnen tehtaat business,11,1
neutral,The acquisition price was not disclosed .,41,7,The acquisition price was not disclosed .,acquisition price disclosed,3,1
neutral,The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .,295,51,The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .,aforementioned shareholder informed propose annual general meeting number member board director shall five besides present member board director also mr lassi noponen shall elected board director,26,1
neutral,"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",123,24,"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",aim ceo q session give clarity information made public already earlier,11,1
neutral,The Board of Directors was authorized to decide on other terms of the share issue .,83,16,The Board of Directors was authorized to decide on other terms of the share issue .,board director authorized decide term share issue,7,1
neutral,The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 .,139,28,The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 .,bridge km long located anasmotet road new traffic junction marieholm road,11,1
neutral,"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",82,18,"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",building condominium built stage,4,1
neutral,"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania .",97,18,"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania .",business area operation finland sweden denmark estonia latvia lithuania,9,1
neutral,"The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal .",123,23,"The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal .",buyer real estate owner propertos oy company agreed disclose financial detail deal,12,1
neutral,The capital structure of Solidium may be complemented by other financial instruments in the future .,100,16,The capital structure of Solidium may be complemented by other financial instruments in the future .,capital structure solidium may complemented financial instrument future,8,1
neutral,The category was marked by maturity and the recession .,55,10,The category was marked by maturity and the recession .,category marked maturity recession,4,1
neutral,The chain is to unite 45-50 centres by the end of 2008 .,56,13,The chain is to unite 45-50 centres by the end of 2008 .,chain unite centre end,4,1
neutral,The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki .,132,25,The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki .,company employee annual turnover vaahto group listed nordic exchange helsinki,10,1
neutral,"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",115,21,"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",company also seeking possibility relocate luumaki personnel people upm mill,10,1
neutral,"The company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and Readychex .",184,29,"The company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and Readychex .",company offer payroll service including payroll processing payroll tax administration employee pay service including direct deposit check signing readychex,19,1
neutral,"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",136,20,"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",company operates business two reportable segment including banking investment service non life insurance,13,1
neutral,The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,90,18,The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,company board director proposed dividend per share,7,1
neutral,The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,110,21,The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,company board director propose dividend eur annual general meeting,9,1
neutral,"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",160,30,"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",company plant russia continue make tyre near market plant nokia finland manufacture tyre market,14,1
neutral,The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .,82,17,The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .,company share listed mid cap segment nasdaq omx helsinki,9,1
neutral,The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,79,15,The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,company share quoted nasdaq omx helsinki rautaruukki oyj rtrks,9,1
neutral,"The company 's US subsidiary Vaisala Inc. acquires Aviation Systems Maintenance , Inc ASMI , a Kansas , U.S. based airport service company with over 2.6 million USD net sales in 2008 .",184,33,"The company 's US subsidiary Vaisala Inc. acquires Aviation Systems Maintenance , Inc ASMI , a Kansas , U.S. based airport service company with over 2.6 million USD net sales in 2008 .",company u subsidiary vaisala inc acquires aviation system maintenance inc asmi kansa u based airport service company million usd net sale,21,1
positive,The company said that it has started to investigate streamlining its operations in order to meet the tightening competition on the mobile phone charger market .,160,26,The company said that it has started to investigate streamlining its operations in order to meet the tightening competition on the mobile phone charger market .,company said started investigate streamlining operation order meet tightening competition mobile phone charger market,14,2
neutral,The company then said it will focus its resources on clinical research .,72,13,The company then said it will focus its resources on clinical research .,company said focus resource clinical research,6,1
neutral,The Company turnover amounted to MEUR 27.9 in 2007 .,52,10,The Company turnover amounted to MEUR 27.9 in 2007 .,company turnover amounted meur,4,1
neutral,The company website is www.ahlstrom.com .,41,6,The company website is www.ahlstrom.com .,company website www ahlstrom com,5,1
neutral,The company will be part of Teleste 's Video and Broadband Solutions business area .,84,15,The company will be part of Teleste 's Video and Broadband Solutions business area .,company part teleste video broadband solution business area,8,1
neutral,"The company will publish its financial statement for 2008 on February 25 , 2009 .",81,15,"The company will publish its financial statement for 2008 on February 25 , 2009 .",company publish financial statement february,5,1
neutral,The company will release its 2010 results on 11 February 2011 .,63,12,The company will release its 2010 results on 11 February 2011 .,company release result february,4,1
neutral,"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .",149,26,"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .",company use money product development research activity key market finland germany italy france,13,1
neutral,The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .,146,21,The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .,continued operation mean structure restructuring aspocomp group including aspocomp oulu headquarter operation,12,1
neutral,"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",164,27,"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",contract cover turnkey delivery five airport operated authority john f kennedy laguardia newark teterboro stewart international,16,1
neutral,The contract includes heating plant equipment and associated installation work .,80,11,The contract includes heating plant equipment and associated installation work .,contract includes heating plant equipment associated installation work,8,1
neutral,The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,114,19,The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,contract involves refurbishing bathroom unit well plumbing water sewer pipe,10,1
neutral,The contracts comprise turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .,131,20,The contracts comprise turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .,contract comprise turnkey order roro system two roro cruise vessel construction viking line tallink,14,1
neutral,"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .",155,30,"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .",cost deal could range million million euro depending financial result two company statement say,14,1
neutral,The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .,99,15,The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .,crane would installed onboard two freighter ordered singaporean ship owner masterbulk,11,1
neutral,The customers will have an access to integrated propeller and gear packages from one source .,93,16,The customers will have an access to integrated propeller and gear packages from one source .,customer access integrated propeller gear package one source,8,1
neutral,The deal is subject to approval by the Norwegian competition authorities .,74,12,The deal is subject to approval by the Norwegian competition authorities .,deal subject approval norwegian competition authority,6,1
neutral,The deal means that ten persons in three countries will transfer to Tieto .,75,14,The deal means that ten persons in three countries will transfer to Tieto .,deal mean ten person three country transfer tieto,8,1
neutral,The deal will have no significant effect on the acquiring company 's equity ratio .,83,15,The deal will have no significant effect on the acquiring company 's equity ratio .,deal significant effect acquiring company equity ratio,7,1
neutral,The deliveries are scheduled for the summer and autumn of 2008 .,64,12,The deliveries are scheduled for the summer and autumn of 2008 .,delivery scheduled summer autumn,4,1
neutral,"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia .",212,33,"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia .",development technological park specialize telecommunication information technology part state program formation technoparks hi tech sector russia,16,1
neutral,"The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year .",137,24,"The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year .",e commerce site flagship managed marimekko north america retail llc subsidiary established u last year,15,1
neutral,"The final price will be specified by 14 May 2010 , the acquiring company said .",79,16,"The final price will be specified by 14 May 2010 , the acquiring company said .",final price specified may acquiring company said,7,1
neutral,"The Finland-based company says it will move into an existing 260,000-square-foot facility in September .",104,15,"The Finland-based company says it will move into an existing 260,000-square-foot facility in September .",finland based company say move existing square foot facility september,10,1
neutral,"The Finnish business delegation includes representatives from over 20 companies that include Nokia Corp , Finnfund , Outokumpu Oyj , OKO Bank , Alteams Oy and Cargotec Corp. .",175,29,"The Finnish business delegation includes representatives from over 20 companies that include Nokia Corp , Finnfund , Outokumpu Oyj , OKO Bank , Alteams Oy and Cargotec Corp. .",finnish business delegation includes representative company include nokia corp finnfund outokumpu oyj oko bank alteams oy cargotec corp,18,1
neutral,"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",80,13,"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",finnish company building mt year biodiesel plant singapore,8,1
neutral,"The firm 's UK head office is in Rugby Road , Lutterworth .",59,13,"The firm 's UK head office is in Rugby Road , Lutterworth .",firm uk head office rugby road lutterworth,7,1
neutral,The first group of customers to be trained will be paint-shop owners and their assistants .,91,16,The first group of customers to be trained will be paint-shop owners and their assistants .,first group customer trained paint shop owner assistant,8,1
neutral,The first stage of the contract covers 133 stores and 600 cash registers .,74,14,The first stage of the contract covers 133 stores and 600 cash registers .,first stage contract cover store cash register,7,1
neutral,"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",86,19,"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",fish content nugget fish come canada finland,7,1
neutral,The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,180,27,The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,following information released comptel tomorrow chairman federal communication commission scheduled deliver national broadband plan congress,15,1
neutral,The front surfaces of these valve plates are directed towards each other .,74,13,The front surfaces of these valve plates are directed towards each other .,front surface valve plate directed towards,6,1
neutral,The ground barleycorn has been fully produced in Finland and will be available in stores as of the beginning of 2010 .,118,22,The ground barleycorn has been fully produced in Finland and will be available in stores as of the beginning of 2010 .,ground barleycorn fully produced finland available store beginning,8,1
neutral,The implementation of the deal is subject to the approval by the Finnish Competition Authority .,96,16,The implementation of the deal is subject to the approval by the Finnish Competition Authority .,implementation deal subject approval finnish competition authority,7,1
neutral,"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .",102,18,"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .",inaugural speech given hannu kyrolainen finland ambassador czech republic,9,1
neutral,The increase range will vary up to 10 % .,41,10,The increase range will vary up to 10 % .,increase range vary,3,1
neutral,The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .,93,17,The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .,initial estimated total value eur final award value eur,9,1
neutral,"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",154,29,"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",internal revenue service see percent taxpayer wait last two week file million return filed april,15,1
neutral,"The latest date for registration is on 4 April , 2006 .",55,12,"The latest date for registration is on 4 April , 2006 .",latest date registration april,4,1
negative,The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,87,16,The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,lay offs affect people total okmetic employee finland,8,0
neutral,The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,121,21,The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,line run fully underground comprise station executed two implementation stage,10,1
negative,The majority of the company 's personnel in Finland is temporarily laid off from one to six weeks in the period from February to June 2009 period .,147,28,The majority of the company 's personnel in Finland is temporarily laid off from one to six weeks in the period from February to June 2009 period .,majority company personnel finland temporarily laid one six week period february june period,13,0
neutral,"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group .",191,34,"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group .",mall financed parity basis pearl plaza llc joint venture company established chinese investor shanghai industrial investment holding co ltd srv group,21,1
neutral,"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000 .",98,18,"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000 .",maximum amount capital loan minimum subscription,6,1
neutral,The maximum number of new shares to be offered is 22 million .,62,13,The maximum number of new shares to be offered is 22 million .,maximum number new share offered million,6,1
neutral,The measures taken will cause one-time costs during the final part of 2006 .,76,14,The measures taken will cause one-time costs during the final part of 2006 .,measure taken cause one time cost final part,8,1
neutral,"The mill will have capacity to produce 500,000 tonnes of pulp per year .",72,14,"The mill will have capacity to produce 500,000 tonnes of pulp per year .",mill capacity produce tonne pulp per year,7,1
neutral,"The money will be spread mainly over 2011 and 2012 , the company said .",71,15,"The money will be spread mainly over 2011 and 2012 , the company said .",money spread mainly company said,5,1
neutral,"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree .",103,19,"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree .",natural source isoprene tree specie hevea brasiliensis also known rubber tree,11,1
neutral,The new activity will incur an investment of about 5 MEUR .,59,12,The new activity will incur an investment of about 5 MEUR .,new activity incur investment meur,5,1
neutral,"The new company will likely hold an IPO on the NYSE or another international stock exchange , according to Altimo which manages the Alfa Group 's telecommunications assets and TeliaSonera 's agreement , which has been published on the website of the U.S. Securities and Exchange Commission .",291,48,"The new company will likely hold an IPO on the NYSE or another international stock exchange , according to Altimo which manages the Alfa Group 's telecommunications assets and TeliaSonera 's agreement , which has been published on the website of the U.S. Securities and Exchange Commission .",new company likely hold ipo nyse another international stock exchange according altimo manages alfa group telecommunication asset teliasonera agreement published website u security exchange commission,25,1
neutral,"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .",193,31,"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .",new majority owner aspocomp thailand co ltd certain private person belonging immediate circle aspocomp present joint venture partner saha pathana inter holding plc,23,1
neutral,The new organization consists of two business units : Charging & Messaging and Finance & Administration .,105,17,The new organization consists of two business units : Charging & Messaging and Finance & Administration .,new organization consists two business unit charging messaging finance administration,10,1
neutral,The new SEPA cads will replace Finnish bank cards .,51,10,The new SEPA cads will replace Finnish bank cards .,new sepa cad replace finnish bank card,7,1
neutral,"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network .",119,21,"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network .",order comprises production line plywood mill company said statement received lesprom network,12,1
neutral,"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .",138,24,"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .",order comprises four ball mill organized two different stream treating ore pilanesberg platinum mine,14,1
neutral,"The order includes a new Crecent former , headbox , and reel .",62,13,"The order includes a new Crecent former , headbox , and reel .",order includes new crecent former headbox reel,7,1
neutral,The output of the contracts totals 72 MWe .,43,9,The output of the contracts totals 72 MWe .,output contract total mwe,4,1
neutral,"The parties have agreed not to disclose the price of the deal , the group said in a press release .",99,21,"The parties have agreed not to disclose the price of the deal , the group said in a press release .",party agreed disclose price deal group said press release,9,1
neutral,The parties have agreed not to disclose the transaction value .,63,11,The parties have agreed not to disclose the transaction value .,party agreed disclose transaction value,5,1
neutral,"The payment date is March 25 , 2010 .",37,9,"The payment date is March 25 , 2010 .",payment date march,3,1
neutral,The plans will result in the introduction of new and highly specialized manufacturing methods and also entail changes to personnel at the facility .,148,24,The plans will result in the introduction of new and highly specialized manufacturing methods and also entail changes to personnel at the facility .,plan result introduction new highly specialized manufacturing method also entail change personnel facility,13,1
neutral,"The platform is based built on Intel s second-generation MID platform , called Moorestown .",91,15,"The platform is based built on Intel s second-generation MID platform , called Moorestown .",platform based built intel second generation mid platform called moorestown,10,1
neutral,"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",87,17,"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",price kroon par value bond kroon primary issue,8,1
neutral,The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .,178,32,The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .,proposal board director issuance option right otherwise correspond proposal board director notice general meeting,14,1
neutral,The purchase sum is about EUR 10mn US$ 12.97 mn .,49,11,The purchase sum is about EUR 10mn US$ 12.97 mn .,purchase sum eur u mn,5,1
neutral,"The recruitment is related to the relocation of Stora Enso 's research operations to Karlstad , central Sweden .",112,19,"The recruitment is related to the relocation of Stora Enso 's research operations to Karlstad , central Sweden .",recruitment related relocation stora enso research operation karlstad central sweden,10,1
neutral,The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .,104,21,The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .,remote radio head module available power ghz ghz tdd frequency band,11,1
neutral,"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",170,27,"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",report examines medical equipment business structure operation history product provides analysis key medical equipment revenue line,16,1
neutral,The restructuring measures will not affect the production of packaging printing material .,90,13,The restructuring measures will not affect the production of packaging printing material .,restructuring measure affect production packaging printing material,7,1
neutral,"The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October .",148,24,"The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October .",sale comprising margarine business finland poland follows approval polish competition authority earlier october,13,1
neutral,"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",216,39,"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",sale savcor face cencorp result profit loss yet determined owing factor including valuation consideration share received prevailing exchange rate,19,1
neutral,"The sale will be finalized in September or October , the company said .",71,14,"The sale will be finalized in September or October , the company said .",sale finalized september october company said,6,1
neutral,"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .",129,21,"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .",share capital alma medium corporation business id eur divided share,10,1
neutral,"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",176,31,"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",share subscribed stock option registered trade register january date new share establish shareholder right,14,1
